Name,Author,Rating,Review
Muiderslot,Clara Ruiz,5,Castle location is beautiful. Came here by bike on a sunny day and the journey was lovely. You can visit inside + towers. Audioguide available for free with your ticket and entrance for free with museum card. You can also walk around the garden. Worth the visit!
Muiderslot,skullkiller0980,5,Nice gardens with a large verity of plants from around the world. The actual castle was big (you would not want to fall in moat as didn’t look too clean) most rooms had some kind of explanation of the room or just some information and some nice views Plus a audio tour with 3 languages (English Dutch German) shop small but has interesting items like local honey and some old famous 20% alcohol drink (4 flavours) there’s also local free parking close by near a nice lake
Narva Muuseum,Jozef Jonas,5,"Large and very nice castle, but don’t expect to much. Everything is super modern inside, including elevators and video projection. Very few artefacts can be found here as the castle was completelly destroyed and build up recently. Gardens are currently under reconstruction."
Narva Muuseum,Igor P,5,"Very informative stands that tell not only about the history of the fortress, but also about why this particular reconstruction option was chosen, how complex all modern communications are in a medieval building, and much more."
Narva Muuseum,Boris Meleshov,5,"Narva Castle has seen massive investments, which resulted in opening new areas, addition of new interactive expositions (also suitable for children). The museum is fairly big and requires a lot of climbing (30 or 50m). Certainly a place to see if you want to learn about importance of the town. Aleksander - excellent English speaking guide."
Narva Muuseum,Willian Fernandes,5,"Really enjoy that museum, it’s very accessible to all English speakers and many things to see inside. You won’t regret."
Narva Muuseum,Geoffrey Poynter,5,"Museum in the castle. It's great! Lots of rooms to explore, great views from the tower and fabulous visual displays"
Walzin Castle,Richard King,5,"Nice castle on top of the mountain!  Parking is limited at the end of the road. You need to get lucky if there is a spot free. Parking at the hotel earlyer on the road is not allowed (they have signs that they will tow your car)  You can walk alot there castle is from a private owner, not possible to enter."
Walzin Castle,roberta pascolini,5,"Kayaking the Lesse River is a wonderful experience, especially when you stand in front of this majestic and amazing castle: I didn't visit it, but I think it'd be a magic experience"
Walzin Castle,Yeasir Arafat Zaman,5,Beautifully mesmerising place. It is a bit of a work to reach there but the view is worth it.
Walzin Castle,MLVC CN,5,"One of the best castles I have visited in Belgium based on its location, beauty, and the area where it was built. It is not accessible to public. Kayaking is a good option to have a nearer view. Worth a place to do hiking. I have visited this area several times and in different seasons and I would say that it is always magnificent."
Walzin Castle,Jake Taqtics,5,Beautiful castle on top of a rock! Best way to visit is by kayak! You can rent one from Dinant Evasion. Its about 12km and the castle is around half way of your kayak tour! Best time to visit is during summer. Water levels might be a problem depending on how much it rained during spring.
Stokesay Castle,Linda Manas,4,This is a really beautiful medieval Manor House. It is so lovely. The church is well worth a visit too. Lovely walk and view from the back in front of the pond although the water level was very low. Nice gift shop. I’m glad I went to the cafe last rather than first based on previous reviews about waiting times. I found the younger lady in the cafe rather abrupt. She informed me that the kitchen closed at 3 pm ( I had not realised this) and that it was 3:17 pm. I found this to be verging on impertinence. I would visit the site again but not the cafe. I would take a packed lunch.
Stokesay Castle,High Miler,4,Its a nice place to visit some good quests for kids on the way around. Good information around the place and alot of it is indoors so mostly ok for a rainy day too. But at about £32 for a family in the summer holidays its overpriced unless you have a membership. They also try and charge you £3 to park on top if your honest and actually pay it. You can see the whole site in an hour maybe 2 max if you take your time.
Stokesay Castle,Lauren Sullivan,5,Beautiful 'castle' (fortified house) with lovely views. The solar room with the carved fireplace is stunning. The audio tour is really good. We really enjoyed the garden areas too. Well worth a visit.
Stokesay Castle,Jonathan Hoare,5,"Idyllic castle and very unusual - guaranteed great photos from any angle whatever the weather. My second visit and I think I loved it more! Small and compact, it's easy to navigate. The kids trail was really good, inventive and with a great ending. For everyone else you can wander with limited information or take the audio guide for more informative tours. Lovely cafe by the car park too."
Stokesay Castle,Hazel Lowe,4,"Lovely place to visit but it is a manor house rather than a castle. Lots of old spiral staircases which should be considered by those with limited mobility. Book online to save money. I've only scored 4 stars because parking is an additional £3 on top of the entrance fee which, in my opinion should be included"
